PIP region,year,"Prosperity Gap, z=25/day","Prosperity Gap regional contribution to global, z=25/day","Inequality, z=ybar","Mean, $/day"
OHI,1991,1.156638566657712,.1956127434968948,2.050027370452881,44.31002565114193
MNA,1991,5.473973438831052,.2411673367023468,1.604808330535889,7.329266016831582
ECA,1991,4.068578966877871,.3525228500366211,2.064366340637207,12.68481166526206
SSA,1991,18.45529768521777,1.819688320159912,2.494877815246582,3.379622923734798
EAP,1991,16.17021164461558,4.884860515594482,1.607437014579773,2.485182415708477
SAS,1991,12.40887080669193,2.689197778701782,1.346418738365173,2.712613447515154
WLD,1991,10.82330160439159,10.82330131530762,4.966801166534424,11.47247248615492
LAC,1991,7.735284028451892,.6402521133422852,3.307753086090088,10.69047095564731
OHI,1992,1.162491842807176,.1952539533376694,2.075611591339111,44.63712262820255
MNA,1992,5.327714868520435,.2367865741252899,1.604385375976563,7.528487684381028
SSA,1992,18.83562099402427,1.876273155212402,2.490370035171509,3.305399288955732
ECA,1992,4.489573482330472,.3840891718864441,2.102437019348145,11.70733140849886
WLD,1992,10.73161161421712,10.73161125183105,4.898617744445801,11.41165428662642
LAC,1992,8.049022327838054,.6675012111663818,3.354548931121826,10.41911945581197
SAS,1992,12.11189781529729,2.640160322189331,1.348093509674072,2.782580992686208
EAP,1992,15.69234141166097,4.731547355651855,1.620227932929993,2.581239926934404
MNA,1993,5.269357541456033,.2356361299753189,1.60251522064209,7.602991458833016
OHI,1993,1.216431650306033,.2028341442346573,2.189273118972778,44.99375403729145
SSA,1993,19.04891969228444,1.917752861976624,2.408971786499023,3.161559610047172
EAP,1993,15.23168074327581,4.583400249481201,1.629110217094421,2.673884588854357
SAS,1993,12.00828012598635,2.634739637374878,1.350264430046082,2.811111081336478
ECA,1993,4.888374716476254,.4127959609031677,2.050936460494995,10.4888465835376
LAC,1993,8.049527664731125,.6688712239265442,3.562522411346436,11.06438371934951
WLD,1993,10.65603042883965,10.65603065490723,4.853728294372559,11.38728030600997
SAS,1994,11.78213917466148,2.602318525314331,1.355715036392212,2.876631729613846
ECA,1994,5.365236005427706,.4470119476318359,2.153425931930542,10.03416229906337
SSA,1994,19.41226828518927,1.975253224372864,2.421112775802612,3.11801893389052
OHI,1994,1.18039120238966,.1953409910202026,2.160728693008423,45.76297760912494
MNA,1994,5.228290290919507,.235093429684639,1.598624706268311,7.644108523719823
LAC,1994,7.634013731898386,.6356632709503174,3.566167593002319,11.67854758708869
EAP,1994,13.96084713144909,4.192997932434082,1.611260414123535,2.885319956362802
WLD,1994,10.28367924167324,10.28367900848389,4.74884557723999,11.54461703830895
WLD,1995,9.961329769923189,9.961329460144043,4.694882392883301,11.78277038580837
SSA,1995,19.20245621511798,1.976089954376221,2.43544602394104,3.170747960646491
ECA,1995,5.181911994601914,.4257435202598572,2.256964445114136,10.88866590379029
LAC,1995,7.521937716689116,.627610445022583,3.580782890319824,11.90113153097095
MNA,1995,5.246717681805579,.2374062538146973,1.598719596862793,7.617712883358075
EAP,1995,13.03047422024341,3.905544519424438,1.620463371276855,3.108987765847693
SAS,1995,11.69675893869447,2.599830389022827,1.36356246471405,2.914402464108096
OHI,1995,1.151298751276904,.1891044974327087,2.143317699432373,46.54130052198275
MNA,1996,5.091392779158703,.2316750884056091,1.604282379150391,7.877424105923391
SSA,1996,18.88140657640223,1.966206073760986,2.438908576965332,3.229246568162148
LAC,1996,8.074638986597055,.6748923063278198,3.77677059173584,11.69331072461503
WLD,1996,9.7279179164869,9.727917671203613,4.629998207092285,11.89873936614256
EAP,1996,12.27137854487035,3.669810056686401,1.645457625389099,3.352226451276019
ECA,1996,5.376419920296353,.4357947409152985,2.238009452819824,10.40659728082841
OHI,1996,1.14852631822201,.1873017400503159,2.17327618598938,47.30575735221536
SAS,1996,11.45957236483478,2.562237977981567,1.365414261817932,2.978763534092279
SSA,1997,18.73267056216479,1.973219394683838,2.422106504440308,3.232462764800019
MNA,1997,4.987545274096979,.2282374650239944,1.599679827690125,8.01837246800109
LAC,1997,7.892365568180151,.6607118844985962,3.773482799530029,11.95295238515838
EAP,1997,12.25714823381865,3.65745997428894,1.683983206748962,3.434696186165125
SAS,1997,11.37508119463847,2.558226823806763,1.370585083961487,3.012253483418519
ECA,1997,5.222003334150035,.4176233112812042,2.150653123855591,10.29611185058813
OHI,1997,1.158943704173355,.1876587122678757,2.239333391189575,48.30548231709678
WLD,1997,9.683137683418515,9.683137893676758,4.669426441192627,12.05556153511519
WLD,1998,9.746599896528981,9.746600151062012,4.762232303619385,12.21511239328725
MNA,1998,4.790999016423392,.2205070853233337,1.604913949966431,8.374630987240806
OHI,1998,1.169937007893463,.1881081908941269,2.313642501831055,49.43946536720421
LAC,1998,7.780602296269013,.6523650288581848,3.78781795501709,12.17070962374726
SAS,1998,11.34129944166816,2.565848112106323,1.380401372909546,3.042864291409467
EAP,1998,12.52202848882782,3.727302074432373,1.705470561981201,3.404940754468268
SSA,1998,18.5604916355487,1.977802395820618,2.374501705169678,3.198328003042774
ECA,1998,5.256533768054663,.4146670699119568,2.1785569190979,10.36118632386506
SAS,1999,11.22517652081556,2.555031538009644,1.383391857147217,3.081002440847237
ECA,1999,5.849132771170517,.4549620151519775,2.11165976524353,9.025525116844232
EAP,1999,11.93651769617668,3.542503595352173,1.696094036102295,3.552321624285768
OHI,1999,1.116327834003778,.1782710552215576,2.265744209289551,50.74101247152942
LAC,1999,7.984177927258666,.6704299449920654,3.751955509185791,11.74809583942368
MNA,1999,4.716466484390919,.218361109495163,1.603638529777527,8.500211833590196
SSA,1999,18.42445019962037,1.987275719642639,2.334831237792969,3.168115170067311
WLD,1999,9.606834935944482,9.60683536529541,4.719781875610352,12.28235421967207
SAS,2000,11.17092579075476,2.557952642440796,1.384605288505554,3.098680607568721
MNA,2000,4.59066257408517,.2138635963201523,1.620735883712769,8.826263544346174
SSA,2000,18.48879290577669,2.019736289978027,2.327672481536865,3.147410070719477
LAC,2000,7.637042505253191,.6421047449111938,3.777456998825073,12.36557551561005
EAP,2000,11.47555784969053,3.393844842910767,1.715510249137878,3.737313306715146
ECA,2000,5.538234785227023,.4246020615100861,2.116800308227539,9.555392618305062
WLD,2000,9.42554924839291,9.425549507141113,4.749240398406982,12.59672040164416
OHI,2000,1.092921850893766,.1734451651573181,2.273906946182251,52.01440201066893
WLD,2001,9.199179812254291,9.199179649353027,4.679764747619629,12.71788585640179
LAC,2001,7.283193651805383,.6129344701766968,3.611637592315674,12.39716311041071
OHI,2001,1.101606223654927,.1737725436687469,2.308475017547607,52.38884453382673
SSA,2001,18.13395658074167,2.007153034210205,2.295913696289063,3.16521351917117
SAS,2001,11.13460711734416,2.564991474151611,1.382641434669495,3.104378567161328
EAP,2001,10.97677019353027,3.233699798583984,1.740615367889404,3.964315867259256
ECA,2001,5.179984256116276,.3914605677127838,2.083569526672363,10.05586769961002
MNA,2001,4.589323340972798,.2151677757501602,1.6336430311203,8.899149490701825
SAS,2002,11.08619866318512,2.569504976272583,1.387086629867554,3.127958055342219
WLD,2002,8.870875112360132,8.870875358581543,4.573217391967773,12.88829245274986
MNA,2002,4.541029003879832,.2139574885368347,1.655915141105652,9.116409362329961
SSA,2002,17.63865692089458,1.978833675384521,2.273605585098267,3.222475474778615
EAP,2002,10.25191169416349,3.007602214813232,1.763224363327026,4.299745429153494
LAC,2002,6.779739803068416,.5709394216537476,3.299158096313477,12.16550404088571
OHI,2002,1.090479505428474,.1710083335638046,2.305870771408081,52.8636897706246
ECA,2002,4.817940553335938,.3590289354324341,2.059348106384277,10.68583229506292
LAC,2003,6.715905155848958,.5657494068145752,3.301823139190674,12.29105813442621
WLD,2003,8.560793253963737,8.560792922973633,4.491152286529541,13.11546710967797
MNA,2003,4.571506919541203,.2164561599493027,1.691867709159851,9.252243105720526
OHI,2003,1.10041717728352,.171548917889595,2.356638193130493,53.53965159183731
ECA,2003,4.817793641639633,.3544423878192902,2.187533378601074,11.35132364063717
SAS,2003,10.8916780039382,2.538806438446045,1.394600987434387,3.201070106408028
EAP,2003,9.467553074251541,2.765504598617554,1.741516947746277,4.598645877179232
SSA,2003,17.1281588802801,1.948285341262817,2.234010934829712,3.260728518518384
OHI,2004,1.103672352729487,.1710881888866425,2.393529891967773,54.21740018857786
EAP,2004,8.787384728339784,2.555312633514404,1.731009006500244,4.924698963404748
SAS,2004,10.65353459590591,2.495407581329346,1.402707099914551,3.291647179619016
ECA,2004,4.146566749733066,.3013665378093719,2.055342435836792,12.39183258929093
SSA,2004,16.37745129815639,1.889457106590271,2.245975971221924,3.428457779622677
MNA,2004,4.380185264939007,.2087666541337967,1.725847125053406,9.850308759852549
LAC,2004,6.351000360499216,.5350532531738281,3.180799961090088,12.52086210966379
WLD,2004,8.156451959311712,8.156452178955078,4.381057739257813,13.42819757707798
MNA,2005,4.345073294335032,.208519846200943,1.733313202857971,9.972864892306582
OHI,2005,1.095355942734755,.1689110398292542,2.412222146987915,55.05566596192072
LAC,2005,6.15333355492702,.5183472037315369,3.255010604858398,13.22458244800139
EAP,2005,8.059985554214011,2.333265066146851,1.715380191802979,5.320667616165307
WLD,2005,7.812994089380862,7.812994003295898,4.306102275848389,13.7786553473865
ECA,2005,3.829916441108201,.2750622034072876,2.020530223846436,13.18912680925879
SAS,2005,10.43483212743364,2.454381942749023,1.407595276832581,3.372347714201078
SSA,2005,15.84402250249576,1.854506731033325,2.249116182327271,3.548840135455795
MNA,2006,4.3030344967942,.2078805863857269,1.74860143661499,10.15911796499368
WLD,2006,7.553418228485931,7.553418159484863,4.277796268463135,14.15847791331082
SAS,2006,10.21114236415844,2.409840106964111,1.41030740737915,3.452864015525841
OHI,2006,1.08071611361848,.165961742401123,2.4216628074646,56.01986424531962
LAC,2006,5.480834497287161,.4614850878715515,3.115156412124634,14.20931582084437
ECA,2006,3.453325465896519,.245191752910614,1.9417564868927,14.0571490431139
SSA,2006,15.16397964286006,1.801158308982849,2.249646425247192,3.708865292044139
EAP,2006,7.849947565989232,2.261900663375854,1.75991952419281,5.604876736926331
OHI,2007,1.041695113261432,.1594539731740952,2.394132852554321,57.45762199497299
SAS,2007,9.99671683703386,2.365339517593384,1.417366027832031,3.544578675611028
EAP,2007,7.405268067516169,2.12365198135376,1.780460357666016,6.010789636820045
ECA,2007,3.090178466681376,.2168838828802109,1.904569745063782,15.4082505940685
MNA,2007,4.270130662756654,.2076633125543594,1.759459257125854,10.30096831812685
SSA,2007,14.59089811368847,1.759402990341187,2.196956157684326,3.764258037085501
WLD,2007,7.256213057486523,7.256213188171387,4.247480392456055,14.63394243203295
LAC,2007,5.036921288676402,.423817366361618,2.969374656677246,14.73804434259007
LAC,2008,4.777240681509666,.4015212655067444,2.911588191986084,15.23676690503521
EAP,2008,7.145602575108976,2.039106130599976,1.810847282409668,6.335530519161186
WLD,2008,7.051295234885294,7.051295280456543,4.170970439910889,14.78795915660746
SSA,2008,13.98105313791961,1.711581707000732,2.152263641357422,3.848536394664312
OHI,2008,1.065778991803819,.1626412868499756,2.429857015609741,56.99720517512512
SAS,2008,9.861906341280209,2.338384866714478,1.42051899433136,3.601025316952924
MNA,2008,4.223168599939173,.2067326754331589,1.748168230056763,10.34867651674415
ECA,2008,2.753053550967453,.1913274526596069,1.853711605072021,16.83323265891209
ECA,2009,2.714811521474859,.1870336532592773,1.781046628952026,16.40119985640851
SAS,2009,9.683475217302153,2.30132532119751,1.42576539516449,3.680923911330413
LAC,2009,4.657479152244278,.3909687101840973,2.838192462921143,15.23459546469998
SSA,2009,13.90354607300104,1.728206276893616,2.147704839706421,3.861793415291209
WLD,2009,6.880140236532724,6.88014030456543,4.106042385101318,14.91990883577338
OHI,2009,1.018073361691997,.1547200083732605,2.336106300354004,57.36586157948794
EAP,2009,6.746676589614892,1.91569983959198,1.82693088054657,6.769743933998932
MNA,2009,4.102240331453091,.2021864503622055,1.717809796333313,10.46872960115667
ECA,2010,2.631960361545134,.1798428744077682,1.79805052280426,17.07900457238894
WLD,2010,6.548687913786752,6.548687934875488,3.972954750061035,15.16698767438703
LAC,2010,4.401691603864893,.3689055144786835,2.777564764022827,15.77555281657056
SAS,2010,9.193552951003372,2.19029426574707,1.420775771141052,3.863511110730004
MNA,2010,3.998577573215541,.1986070871353149,1.66265606880188,10.39529680706498
OHI,2010,1.066347147219576,.1612107157707214,2.438709735870361,57.17438721190522
SSA,2010,13.32068153769447,1.681424021720886,2.122033834457397,3.982592622655237
EAP,2010,6.258928756141575,1.76840341091156,1.856089115142822,7.413765300708889
OHI,2011,1.079270528264636,.1619305610656738,2.468799591064453,57.18676696147126
SSA,2011,12.99170520192897,1.665451288223267,2.092793703079224,4.027172953958734
EAP,2011,5.748079124764988,1.61700165271759,1.817020654678345,7.902729962579455
ECA,2011,2.511436379806586,.1702924817800522,1.774420857429504,17.66340658973655
SAS,2011,8.671151463762149,2.071153163909912,1.415655016899109,4.081508138446002
MNA,2011,3.961160148714202,.1982123255729675,1.617475390434265,10.20834414056582
LAC,2011,4.224402915174586,.3538212478160858,2.778339624404907,16.44220333111676
WLD,2011,6.237862611501949,6.237862586975098,3.837549924850464,15.38006718378222
SSA,2012,12.69180756758316,1.651620626449585,2.073948383331299,4.085210601889306
EAP,2012,5.347225573052886,1.498565316200256,1.821491599082947,8.516059258859748
SAS,2012,8.429413053625936,2.016890525817871,1.421382546424866,4.215544154042343
LAC,2012,4.055447912775298,.3392994403839111,2.770802974700928,17.08074591720997
OHI,2012,1.086990696868928,.1620348393917084,2.475397109985352,56.93234512103346
MNA,2012,3.95990897258094,.1994959264993668,1.602622628211975,10.11779982250591
ECA,2012,2.466082655308441,.1658110171556473,1.799656391143799,18.24407995595304
WLD,2012,6.033717696596844,6.033717632293701,3.759998083114624,15.5791104469364
LAC,2013,3.860115686408086,.3225176334381104,2.703780174255371,17.51100422529207
SAS,2013,8.302182583572698,1.988677978515625,1.424276113510132,4.288860328625675
OHI,2013,1.099556446904462,.162890300154686,2.50420093536377,56.93661578351083
SSA,2013,12.5126924207533,1.653109669685364,2.067922115325928,4.131648965865446
EAP,2013,4.626343405629042,1.291523337364197,1.729434370994568,9.345579496438081
WLD,2013,5.777686545817359,5.777686595916748,3.661112546920776,15.84160266074702
MNA,2013,4.002000866224041,.2032342851161957,1.601691007614136,10.00556407331063
ECA,2013,2.334652535642249,.1557333022356033,1.754959940910339,18.79251789337743
LAC,2014,3.7933314106044,.3164823055267334,2.656425714492798,17.507208043444
MNA,2014,4.05511920041143,.2076959013938904,1.61501944065094,9.956670431435823
ECA,2014,2.414095479778184,.1597990244626999,1.830416202545166,18.95550762641506
OHI,2014,1.116460047173846,.1644153296947479,2.564269542694092,57.41964595716745
SSA,2014,12.3814517247948,1.660845994949341,2.064319133758545,4.168168557296033
EAP,2014,4.350165559329556,1.209490299224854,1.726200699806213,9.920316129263414
SAS,2014,8.189330515160437,1.963134407997131,1.42144787311554,4.339328620776085
WLD,2014,5.681863257209134,5.681863307952881,3.645202159881592,16.03876219637124
SAS,2015,8.052222647390167,1.931033849716187,1.418025374412537,4.402589890064584
EAP,2015,4.063375039818462,1.125009059906006,1.712599992752075,10.53680736304916
SSA,2015,12.4166317016059,1.691638946533203,2.070550680160522,4.16890595900929
WLD,2015,5.580670948129841,5.580670833587646,3.655478000640869,16.37562102029817
OHI,2015,1.111542658167098,.1627460718154907,2.616175413131714,58.84109229987885
ECA,2015,2.36153784670962,.1551775485277176,1.740383982658386,18.42426549721324
LAC,2015,3.602018329619813,.3001079261302948,2.577207803726196,17.88724718391745
MNA,2015,4.162679622341773,.2149575650691986,1.671557426452637,10.03895057805668
ECA,2016,2.330356087271156,.1520122587680817,1.732136011123657,18.582310758592
WLD,2016,5.51577113719229,5.51577091217041,3.699812889099121,16.7692461657291
SSA,2016,12.41370333782472,1.717198848724365,2.071669578552246,4.172142709634214
MNA,2016,4.303534354493538,.2237556427717209,1.729865431785583,10.04909709319278
OHI,2016,1.09291442456957,.1591335386037827,2.645705699920654,60.51950992203074
LAC,2016,3.659271178391633,.3044492304325104,2.641698598861694,18.04798260727484
EAP,2016,3.821188676553434,1.053592801094055,1.703559875488281,11.14548415253287
SAS,2016,7.942890696300774,1.905628800392151,1.41815173625946,4.463588274541884
EAP,2017,3.614925746691153,.9929163455963135,1.699241042137146,11.75156251127764
LAC,2017,3.62814563823135,.3014021515846252,2.645043611526489,18.22586460344566
SAS,2017,7.482024100380669,1.796263933181763,1.42620861530304,4.765450623773639
OHI,2017,1.093737471999272,.1582924723625183,2.680183887481689,61.26204668186247
SSA,2017,12.37060506298866,1.737082481384277,2.07729697227478,4.198050471887421
WLD,2017,5.36015051294427,5.360150337219238,3.669197559356689,17.11331455206885
ECA,2017,2.2587571430627,.1462426334619522,1.733064651489258,19.18161836101138
MNA,2017,4.359602823432364,.2279504686594009,1.766669631004333,10.13090936132266
LAC,2018,3.594427442190477,.2981248199939728,2.640562057495117,18.36566613763595
OHI,2018,1.041980658707555,.1499111950397491,2.629539966583252,63.0899431048308
EAP,2018,3.437635888587268,.9399797916412354,1.700070142745972,12.36365733596143
WLD,2018,5.19088517706362,5.190885066986084,3.652406454086304,17.59047967764145
MNA,2018,4.380972525180057,.2304625958204269,1.764342188835144,10.06821077481203
SSA,2018,12.29238262151731,1.752949953079224,2.09285831451416,4.256412862390495
SAS,2018,7.006673010512805,1.683472037315369,1.415640473365784,5.051043620482421
ECA,2018,2.115735137158352,.1359847337007523,1.658355712890625,19.5955023116238
SSA,2019,12.29890244111182,1.781739115715027,2.096388816833496,4.261333024996117
SAS,2019,6.881782205233263,1.654803514480591,1.412921547889709,5.13283318353414
LAC,2019,3.573638580901558,.2958979308605194,2.65208888053894,18.55314152853
WLD,2019,5.120909770910904,5.120909690856934,3.698265790939331,18.05472995832101
ECA,2019,2.059275677500806,.1314767599105835,1.666011452674866,20.22569766124121
OHI,2019,.9811936446805231,.1402963995933533,2.55738639831543,65.16008189960039
EAP,2019,3.251763635513623,.8847899436950684,1.690246343612671,12.99484280615007
MNA,2019,4.380412999092908,.2319062054157257,1.730358958244324,9.875547152274352
SAS,2020,7.221939226933062,1.738512992858887,1.419690251350403,4.914505121576404
ECA,2020,2.013716369420498,.1275864988565445,1.747531294822693,21.6953507180023
EAP,2020,3.279712792432802,.8876324892044067,1.651903629302979,12.59183181778466
LAC,2020,3.614890623593783,.2986917197704315,2.510503053665161,17.36223338258461
SSA,2020,12.69210830671015,1.868550658226013,2.089708805084229,4.116157749689314
OHI,2020,.8283979237208249,.117782399058342,2.186373233795166,65.98197160232657
MNA,2020,4.620555129053438,.2460017651319504,1.7308189868927,9.364778636633469
WLD,2020,5.284758588959389,5.284758567810059,3.780948877334595,17.88610063275926
MNA,2021,4.671157739638894,.2502286732196808,1.781765818595886,9.535997081384661
LAC,2021,3.667314797269882,.3024827241897583,2.581278800964355,17.59651718339584
ECA,2021,1.809327531275841,.1138563677668571,1.857123136520386,25.66040508420008
WLD,2021,5.161252532517157,5.161252498626709,3.821376323699951,18.50992675993385
EAP,2021,3.044495893003754,.8196568489074707,1.675538778305054,13.75875428240188
OHI,2021,.7993693935057732,.1126759052276611,2.130649089813232,66.63531334178819
SSA,2021,12.56874752708534,1.881993412971497,2.087695598602295,4.152552787455618
SAS,2021,6.969399564851884,1.680358529090881,1.404062032699585,5.036524476354326
OHI,2022,1.013309676808441,.1421830207109451,2.683947324752808,66.21735077620596
ECA,2022,1.73873514627872,.1075136214494705,1.854490280151367,26.66435776697342
EAP,2022,3.001062326281526,.8036675453186035,1.667755365371704,13.89304201963034
LAC,2022,3.357298110610234,.2765758335590363,2.507476091384888,18.67183045697171
MNA,2022,4.614642778372749,.2489316016435623,1.807466626167297,9.792018199650801
WLD,2022,5.069127677367197,5.069127559661865,3.778547525405884,18.63509761457642
SAS,2022,6.639445002934024,1.602753162384033,1.397074818611145,5.26051059767751
SSA,2022,12.39065293650224,1.887502908706665,2.076539754867554,4.189730227060726
MNA,2023,4.646421241365609,.2522625625133514,1.8261638879776,9.825647518659933
OHI,2023,.9781936587045095,.1363815516233444,2.616185188293457,66.86266053605267
WLD,2023,4.999970776045454,4.99997091293335,3.773650407791138,18.86836191138639
EAP,2023,2.916055520109732,.776128351688385,1.67953896522522,14.39906531027214
ECA,2023,1.702586013194392,.1044722571969032,1.846279621124268,27.10993184259735
LAC,2023,3.278142848531501,.2696145474910736,2.477350234985352,18.89293939502861
SAS,2023,6.42778126548027,1.553584456443787,1.396511793136597,5.431547023808648
SSA,2023,12.32061663827011,1.907527089118958,2.069753646850586,4.199776746310474
SSA,2024,12.19495571300212,1.918207168579102,2.067934989929199,4.239324347203495
ECA,2024,1.66808415425359,.1015709415078163,1.856448888778687,27.8230692456569
SAS,2024,6.205819906591369,1.502383947372437,1.396187424659729,5.624508436627906
WLD,2024,4.929611373900306,4.929611206054688,3.759838819503784,19.06762270496352
EAP,2024,2.83082686575435,.7485765218734741,1.686409115791321,14.89325598132786
LAC,2024,3.246568730136291,.2665599584579468,2.47939920425415,19.09245948900599
MNA,2024,4.690127422358394,.2561624348163605,1.85031270980835,9.862806084526845
OHI,2024,.9825997016477421,.1361504197120667,2.638120412826538,67.12093605157976
