country/economy code,year,"reporting data level: rural, urban, or national coverage",income or consumption used in survey,"Prosperity Gap, z=28/day","Inequality, z=ybar","Mean, $/day 2021 PPPs"
AND,1994,national,income,.945317496653,1.488362073898315,44.084804272058
AND,1995,national,income,.907001262856,1.483718752861023,45.803822199559
AND,1996,national,income,.864458014242,1.478001713752747,47.872826125494
AND,1997,national,income,.800990672604,1.467381954193115,51.294849055
AND,1998,national,income,.782541534417,1.464665651321411,52.406981653028
AND,1999,national,income,.751389833769,1.460690855979919,54.431591688372
AND,2000,national,income,.72086021855,1.456990599632263,56.593129480133
AND,2001,national,income,.6655240902839999,1.447344899177551,60.892850092097
AND,2002,national,income,.63961135389,1.443340182304382,63.18450229671
AND,2003,national,income,.612027315409,1.438513040542603,65.81138237971901
AND,2004,national,income,.604820424121,1.436689853668213,66.511174372902
AND,2005,national,income,.59393232013,1.435643792152405,67.68115620650801
AND,2006,national,income,.578594196485,1.433579444885254,69.37543496471
AND,2007,national,income,.581704176222,1.435802340507507,69.11152890211901
AND,2008,national,income,.622375867682,1.447240471839905,65.109741680242
AND,2009,national,income,.654281864853,1.456838250160217,62.345407728732
AND,2010,national,income,.6411194070889999,1.454564213752747,63.526070521935
AND,2011,national,income,.61802012464,1.449844360351563,65.686601347782
AND,2012,national,income,.6410006628479999,1.455394506454468,63.574107111564
AND,2013,national,income,.649200570981,1.457749366760254,62.872684182768
AND,2014,national,income,.621160841655,1.451753497123718,65.440532610368
AND,2015,national,income,.5997701911610001,1.446813821792603,67.543850580465
AND,2016,national,income,.580234509208,1.441291809082031,69.551485175145
AND,2017,national,income,.592709644771,1.442930459976196,68.16500106744201
AND,2018,national,income,.596432032456,1.442516088485718,67.720120350511
AND,2019,national,income,.597255018102,1.441152215003967,67.56287047242
AND,2020,national,income,.713646649969,1.42531955242157,55.922558556165
AND,2021,national,income,.64632484367,1.436745643615723,62.242506717887
AND,2022,national,income,.592220997381,1.438754796981812,68.02382085162
AND,2023,national,income,.585471313707,1.437243342399597,68.735754930114
AND,2024,national,income,.571179374743,1.435074210166931,70.34931690740601
AND,2025,national,income,.562474305532,1.434271931648254,71.398133824978
ARE,1981,national,income,.125334945013,1.410288333892822,315.060363594684
ARE,1982,national,income,.142489007342,1.410288333892822,277.130664909831
ARE,1983,national,income,.158429182034,1.410288333892822,249.247473476667
ARE,1984,national,income,.161027001869,1.410288333892822,245.226408545301
ARE,1985,national,income,.176228485993,1.410288333892822,224.07315777895
ARE,1986,national,income,.220681363421,1.410288333892822,178.937055376792
ARE,1987,national,income,.229007322452,1.410288333892822,172.431487885803
ARE,1988,national,income,.251231406688,1.410288333892822,157.178092769381
ARE,1989,national,income,.238008951975,1.410288333892822,165.910034136834
ARE,1990,national,income,.213321921647,1.410288333892822,185.110245783635
ARE,1991,national,income,.223581600546,1.410288333892822,176.615934632558
ARE,1992,national,income,.228000245232,1.410288333892822,173.193117870421
ARE,1993,national,income,.236591745405,1.410288333892822,166.903850679325
ARE,1994,national,income,.231896046945,1.410288333892822,170.283512234006
ARE,1995,national,income,.227299701148,1.410288333892822,173.726903940515
ARE,1996,national,income,.229217265648,1.410288333892822,172.273555551782
ARE,1997,national,income,.229795966509,1.410288333892822,171.839714799484
ARE,1998,national,income,.247263382367,1.410288333892822,159.700449654478
ARE,1999,national,income,.258118267813,1.410288333892822,152.984419435502
ARE,2000,national,income,.249072135231,1.410288333892822,158.540710748023
ARE,2001,national,income,.261807987219,1.410288333892822,150.828375277726
ARE,2002,national,income,.261954129019,1.410288333892822,150.744229514156
ARE,2003,national,income,.272123101874,1.410288333892822,145.111065819117
ARE,2004,national,income,.258005359629,1.410288333892822,153.051368404979
ARE,2005,national,income,.264680656548,1.410288333892822,149.191383541017
ARE,2006,national,income,.246618549697,1.410288333892822,160.11801786837
ARE,2007,national,income,.246590365691,1.410288333892822,160.136318531161
ARE,2008,national,income,.246905210376,1.410288333892822,159.93211843064
ARE,2009,national,income,.364989792703,1.410288333892822,108.189527862164
ARE,2010,national,income,.514349516683,1.410288333892822,76.77284038623201
ARE,2011,national,income,.479183124846,1.410288333892822,82.40706172555301
ARE,2012,national,income,.566379817983,1.410288333892822,69.720127895319
ARE,2013,national,income,.543984124872,1.410288333892822,72.590488474954
ARE,2014,national,income,.497614462723,1.399120569229126,78.726358683858
ARE,2015,national,income,.495072170932,1.377506613731384,77.90820855546001
ARE,2016,national,income,.482641390682,1.352896213531494,78.48703929685701
ARE,2017,national,income,.463011911912,1.325289130210876,80.145016306039
ARE,2018,national,income,.446539821319,1.294662117958069,81.180980223554
ARE,2019,national,income,.423870767309,1.294662117958069,85.522624345263
ARE,2020,national,income,.426358495484,1.294662117958069,85.023614604844
ARE,2021,national,income,.423808643261,1.294662117958069,85.535160690719
ARE,2022,national,income,.373458358713,1.294662117958069,97.067155032968
ARE,2023,national,income,.340558330991,1.294662117958069,106.444438748643
ARE,2024,national,income,.340523004543,1.294662117958069,106.455481479388
ARE,2025,national,income,.334961643741,1.294662117958069,108.222959496727
ARG,1981,urban,income,1.599900006145,1.950370073318481,34.133609696036
ARG,1982,urban,income,1.781645249986,2.185665845870972,34.34951062832
ARG,1983,urban,income,1.877479310718,2.43449330329895,36.307089896004
ARG,1984,urban,income,2.019320286995,2.69202446937561,37.327752052677
ARG,1985,urban,income,2.274141679874,2.907877206802368,35.802765354068
ARG,1986,urban,income,2.360036381073,3.238876104354858,38.426751195004
ARG,1987,urban,income,2.317696901209,2.907392501831055,35.124087320526
ARG,1988,urban,income,2.375013815061,2.695383548736572,31.776967384193
ARG,1989,urban,income,2.598282207465,2.569921970367432,27.694380370193
ARG,1990,urban,income,2.727582017199,2.424655199050903,24.890304481428
ARG,1991,urban,income,2.610974543441,2.324173212051392,24.924353573376
ARG,1992,urban,income,3.001631781661,2.694684028625488,25.136711188062
ARG,1993,urban,income,3.029048310499,2.725015640258789,25.189574506681
ARG,1994,urban,income,3.332465550235,2.961880207061768,24.886272557913
ARG,1995,urban,income,4.099379412484,3.461216926574707,23.641156783668
ARG,1996,urban,income,4.747313688862,3.926791906356812,23.160503034756
ARG,1997,urban,income,4.118485924198,3.569400548934937,24.266980227286
ARG,1998,urban,income,4.037963245971,3.398184537887573,23.563653218752
ARG,1999,urban,income,4.385584253072,3.518149137496948,22.461814148501
ARG,2000,urban,income,4.667611835997,3.66244912147522,21.970245449565
ARG,2001,urban,income,6.289906752038,4.545460224151611,20.23446372681
ARG,2002,urban,income,6.549375464904,3.324325561523438,14.21221215811
ARG,2003,urban,income,4.088321371046,2.933579444885254,20.09143048403
ARG,2004,urban,income,3.388951737004,2.621233224868774,21.657000030013
ARG,2005,urban,income,2.968893598871,2.52589750289917,23.822049824862
ARG,2006,urban,income,2.613479092328,2.464982032775879,26.409047556264
ARG,2007,urban,income,2.505802073255,2.437869787216187,27.240919456523
ARG,2008,urban,income,2.367584774477,2.357555150985718,27.881386718033
ARG,2009,urban,income,2.216411873364,2.284155368804932,28.855805974708
ARG,2010,urban,income,2.013270457936,2.138281106948853,29.73861152798
ARG,2011,urban,income,1.833781725354,2.071670293807983,31.632317994987
ARG,2012,urban,income,1.81143682301,2.028084278106689,31.348795342755
ARG,2013,urban,income,1.816142389023,2.035006523132324,31.374293028927
ARG,2014,urban,income,1.914571888046,2.000854969024658,29.261862045081
ARG,2015,urban,income,1.861810495217,2.025232076644897,30.457718555782
ARG,2016,urban,income,1.891630396993,2.051268815994263,30.362976939534
ARG,2017,urban,income,1.78012741903,2.021007537841797,31.788854206098
ARG,2018,urban,income,1.998210094396,2.044578552246094,28.649738426927
ARG,2019,urban,income,2.130978479278,2.123388528823853,27.900270272614
ARG,2020,urban,income,2.37883204057,2.067782163619995,24.338792585339
ARG,2021,urban,income,2.130430535646,2.012093305587769,26.44470644093
ARG,2022,urban,income,2.067417972573,1.844148993492126,24.976164920963
ARG,2023,urban,income,2.20402383968,1.968048930168152,25.002166108132
ARG,2024,urban,income,2.083726359802,1.93071460723877,25.943909727437
ARG,2025,urban,income,1.98180505305,1.93071460723877,27.278166685565
ARM,1981,national,income,4.025957866484,1.823776960372925,12.68412558465
ARM,1982,national,income,3.918834306166,1.823776960372925,13.030853357746
ARM,1983,national,income,3.896588515886,1.823776960372925,13.105247056175
ARM,1984,national,income,3.775645389372,1.823776960372925,13.525040068858
ARM,1985,national,income,3.666175079556,1.823776960372925,13.928891574703
ARM,1986,national,income,3.698272629325,1.823776960372925,13.808001814689
ARM,1987,national,income,3.926840914208,1.823776960372925,13.004284179761
ARM,1988,national,income,4.132872348049,1.823776960372925,12.355996236154
ARM,1989,national,income,3.652241872608,1.823776960372925,13.982029930726
ARM,1990,national,income,3.975576141194,1.823776960372925,12.844869111652
ARM,1991,national,income,4.580745269398,1.823776960372925,11.147914187296
ARM,1992,national,income,7.778974416014,1.823776960372925,6.564587109573
ARM,1993,national,income,8.246530740658001,1.823776960372925,6.19239250819
ARM,1994,national,income,7.623019983616,1.823776960372925,6.698887748786
ARM,1995,national,income,7.010114581268,1.823776960372925,7.284582097064
ARM,1996,national,income,6.563974708104,1.823776960372925,7.779700173737
ARM,1997,national,income,6.290118489932,1.823776960372925,8.118409098134
ARM,1998,national,consumption,7.477119000195,1.516371607780457,5.678444417284
ARM,1999,national,consumption,7.241855265357,1.516371607780457,5.862918145731
ARM,2000,national,consumption,7.540415389728,1.513699054718018,5.620853991783
ARM,2001,national,consumption,7.517677637615,1.495721578598022,5.570896405766
ARM,2002,national,consumption,7.022943037431,1.46570897102356,5.843682676152
ARM,2003,national,consumption,6.545298569143,1.403977274894714,6.006045835903
ARM,2004,national,consumption,5.821261133037,1.548131346702576,7.44644073956
ARM,2005,national,consumption,5.083786910291,1.489737749099731,8.205036226135
ARM,2006,national,consumption,4.770023764882,1.349212884902954,7.919868259221
ARM,2007,national,consumption,4.41906772677,1.392319798469543,8.821985935063999
ARM,2008,national,consumption,4.154703185012,1.337964415550232,9.017010602576001
ARM,2009,national,consumption,4.570862447638,1.308280110359192,8.014208292604
ARM,2010,national,consumption,4.596880809475,1.343286514282227,8.182074942534999
ARM,2011,national,consumption,4.483121304083,1.337336301803589,8.352532837318
ARM,2012,national,consumption,4.345770518746,1.342951416969299,8.652698199083
ARM,2013,national,consumption,4.305351578081,1.380496382713318,8.978104855772999
ARM,2014,national,consumption,4.240381182066,1.394528269767761,9.208321225408
ARM,2015,national,consumption,4.030661326823,1.421023368835449,9.871495153213001
ARM,2016,national,consumption,3.876981948095,1.438935875892639,10.392156820555
ARM,2017,national,consumption,3.957642025428,1.42911171913147,10.110850974985
ARM,2018,national,consumption,4.040536072938,1.458682656288147,10.108340425184
ARM,2019,national,consumption,4.164310377781,1.351574778556824,9.087721708675
ARM,2020,national,consumption,4.075879403113,1.250389575958252,8.589779973334
ARM,2021,national,consumption,4.091240701305,1.306502461433411,8.941558378414999
ARM,2022,national,consumption,4.139607986369,1.310587763786316,8.864717634701
ARM,2023,national,consumption,4.093152226993,1.293509602546692,8.848503041633
ARM,2024,national,consumption,3.971829522401,1.293509602546692,9.118787633290999
ARM,2025,national,consumption,3.843847213358,1.293509602546692,9.422401026904
ASM,1981,national,income,1.345472319709,1.373764991760254,28.588786439864
