PIP region,year,"Prosperity Gap, z=28/day","Prosperity Gap regional contribution to global, z=28/day","Inequality, z=ybar","Mean, $/day 2021 PPPs"
NAC,1984,.9601087654604481,.0526583306491375,2.023661613464355,59.01677895462695
ECS,1984,2.724772354086732,.4657016694545746,2.479602813720703,25.48061679575897
SSF,1984,16.85519640792943,1.553208231925964,2.481541872024536,4.122359188730313
MEA,1984,9.761898582308804,.6531016826629639,2.969348192214966,8.516964884986136
SAS,1984,10.29616769475781,1.91317093372345,1.259263515472412,3.424514753368279
WLD,1984,10.49616438808925,10.49616432189941,4.538518905639648,12.10713929534649
AFE,1984,16.81650872879764,.922219455242157,2.660006999969482,4.428992920152015
EAS,1984,14.95908163845744,5.193596363067627,2.950547933578491,5.522754749328691
LCN,1984,8.088099596175155,.6647272706031799,3.556415796279907,12.31187169521746
MEA,1985,9.585594984690626,.6505855917930603,2.897566795349121,8.463936899560004
ECS,1985,2.720172250567894,.4596076607704163,2.502895593643188,25.76347119203888
SSF,1985,16.76510998933668,1.562570571899414,2.462684154510498,4.113015528003974
AFW,1985,16.38307037534572,.6172219514846802,2.192026853561401,3.746352113884172
LCN,1985,7.768504294405401,.6404046416282654,3.424280881881714,12.34212688289389
EAS,1985,14.28431311204688,4.946900844573975,2.911422491073608,5.706947619290415
NAC,1985,.9413714950176371,.0511817559599876,2.024529933929443,60.21728545498655
AFE,1985,17.02430818156953,.9453486204147339,2.652011156082153,4.361781599943381
SAS,1985,10.22591513174877,1.910610318183899,1.259682893753052,3.449189566744939
WLD,1985,10.22186109429001,10.22186088562012,4.462258815765381,12.2231412799233
ECS,1986,2.722689348944991,.454772412776947,2.559321880340576,26.31993823992857
SAS,1986,10.20248025201901,1.916072487831116,1.260765671730042,3.460083866654487
AFW,1986,16.63784133143606,.6328815817832947,2.171492338180542,3.654427388289917
MEA,1986,9.375631875522746,.6452118754386902,2.727930784225464,8.146870502714837
SSF,1986,16.79815111308984,1.583124756813049,2.45486855506897,4.091898038501211
NAC,1986,.9877920237443721,.0532528460025787,2.17863917350769,61.75581191632192
LCN,1986,6.613951227484335,.5465483665466309,3.510249614715576,14.86055568315271
WLD,1986,10.00272335138375,10.00272369384766,4.494143486022949,12.58017597964531
EAS,1986,13.90147317538264,4.803740978240967,2.917347431182861,5.876048334051259
AFE,1986,16.90664572812069,.9502432346343994,2.649494647979736,4.387969864514133
MEA,1987,9.298373797633891,.6484584212303162,2.721814870834351,8.196144638672866
NAC,1987,.8759718542359992,.0468211323022842,1.989569783210754,63.59559656302289
WLD,1987,9.9051396347795,9.905139923095703,4.507153987884521,12.74089210146801
AFW,1987,17.14260104992137,.658270537853241,2.172960758209229,3.549222355989992
LCN,1987,7.359553521093419,.6092950105667114,3.564215421676636,13.56033803750452
ECS,1987,2.73531391294324,.4516220390796661,2.658748865127563,27.21624215448285
SAS,1987,10.22967002973425,1.930069327354431,1.261043190956116,3.451646848274813
SSF,1987,16.87489312558467,1.607932567596436,2.459458827972412,4.080905609103341
EAS,1987,13.36683615280987,4.610940933227539,2.925218343734741,6.127561708125716
AFE,1987,16.69418195865629,.9496620297431946,2.647105932235718,4.439808324980913
SSF,1988,16.96539479220337,1.633847236633301,2.470475435256958,4.077318127418868
AFW,1988,17.27715825619031,.6699077486991882,2.150125741958618,3.484573041355861
AFE,1988,16.75527367680917,.9639394283294678,2.678937435150146,4.476814133253643
ECS,1988,2.66995076850734,.4358303546905518,2.663574457168579,27.93313118124653
WLD,1988,9.624243241127102,9.624242782592773,4.444403648376465,12.93019139540548
EAS,1988,12.46326091399698,4.292232513427734,2.869594097137451,6.446838804900184
SAS,1988,10.18836772198053,1.930683374404907,1.259792804718018,3.462203188120118
LCN,1988,7.712321841358882,.6395934224128723,3.66168737411499,13.29395323315786
MEA,1988,9.164932111681317,.6473295092582703,2.644759654998779,8.080067338606655
NAC,1988,.8437882013724226,.044727448374033,1.949034571647644,64.67614665902431
ECS,1989,2.653179431521595,.4282532632350922,2.70130181312561,28.50785336896186
SSF,1989,16.94826624424059,1.649429202079773,2.464513778686523,4.071589537596244
WLD,1989,10.05644156793485,10.05644130706787,4.689396858215332,13.05661694291368
LCN,1989,7.628010182941934,.6336130499839783,3.687459468841553,13.535491465312
EAS,1989,13.73487164238495,4.720866203308105,3.185125350952148,6.493217702723763
AFE,1989,16.41601919976637,.9546022415161133,2.640755414962769,4.504207346304828
AFW,1989,17.73840960904436,.6948269605636597,2.172543287277222,3.429350008798655
NAC,1989,.8946818610238388,.0470826327800751,2.099614381790161,65.70961678532255
MEA,1989,9.158194131567344,.6550614833831787,2.658138990402222,8.12691806109906
